feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Clostridium.butyricum	condition	DM2	-1.50768766294766	0.231650252678725	192	190	6.57986484635605e-10	1.63141943102299e-08
Lactiplantibacillus.plantarum	condition	DM2	-1.74977636763852	0.274055337457386	192	191	1.28495299155201e-09	3.00893158855095e-08
Borrelia.anserina	condition	DM2	-2.04017822375849	0.319326096605375	192	180	1.25586342774279e-09	3.00893158855095e-08
Listeria.monocytogenes	condition	DM2	-1.17398392534711	0.185147662283285	192	192	1.62755584599576e-09	3.70818804912007e-08
Ruminococcus.albus	condition	DM2	-1.82024002206405	0.290334949125332	192	190	2.38846106307636e-09	5.29861230571939e-08
Aliarcobacter.cibarius	condition	DM2	-1.48933351758249	0.238298124910256	192	192	2.64647383415615e-09	5.72045497998367e-08
Azospirillum.thermophilum	condition	DM2	-1.32245294322731	0.212118856611	192	192	2.86945302092197e-09	6.04737224159306e-08
Bacillus.thuringiensis	condition	DM2	-1.40131737133485	0.227537065563675	192	192	4.28511571399986e-09	8.81061596805337e-08
Azospirillum.sp..B510	condition	DM2	-1.30818421479916	0.213047316640694	192	191	4.72103352416561e-09	9.47578871636098e-08
Escherichia.fergusonii	condition	DM2	2.19181853109807	0.360028381851273	192	153	6.20086984784053e-09	1.18803029130217e-07
Rhodococcus.qingshengii	condition	DM2	-1.32714354412599	0.217952089489976	192	190	6.16045595360125e-09	1.18803029130217e-07
Ralstonia.solanacearum	condition	DM2	-1.12771359142833	0.186395655098601	192	192	7.55421945873271e-09	1.41515711193593e-07
Escherichia.coli	condition	DM2	1.67307530470028	0.277971765433669	192	192	8.90174908289515e-09	1.63134227758274e-07
Acinetobacter.baumannii	condition	DM2	-1.35548637425295	0.225383787289922	192	192	9.11378583147703e-09	1.63466413956067e-07
Enterococcus.faecium	condition	DM2	-0.922275900891621	0.154505533799366	192	192	1.1483969619791e-08	2.01687216447579e-07
Shinella.sp..PSBB067	condition	DM2	-1.11464534361058	0.187463420070241	192	192	1.29502795000683e-08	2.14060502324658e-07
Azospirillum.brasilense	condition	DM2	-1.12377150978873	0.188943207250117	192	192	1.28353742451704e-08	2.14060502324658e-07
Vescimonas.fastidiosa	condition	DM2	-1.3863920253096	0.233010628390604	192	192	1.27004962143324e-08	2.14060502324658e-07
Roseomonas.marmotae	condition	DM2	-1.54218264264057	0.26236391918619	192	187	1.83651101212325e-08	2.97726689080749e-07
Staphylococcus.aureus	condition	DM2	-1.06995561644995	0.182661423559496	192	192	2.03617062065112e-08	3.2386638362432e-07
Yersinia.ruckeri	condition	DM2	1.36263595655022	0.235130522411073	192	44	2.79586205885012e-08	4.36465132520491e-07
Pseudomonas.amygdali	condition	DM2	-1.93085769341063	0.33375110014997	192	178	2.93787068797355e-08	4.50295452720309e-07
Lactococcus.garvieae	condition	DM2	-2.75781868606531	0.478945665944837	192	174	3.37068378715784e-08	5.07408291531083e-07
Campylobacter.coli	condition	DM2	-1.44026366277233	0.253835940348019	192	192	5.14763565671854e-08	7.35501162476903e-07
Variovorax.sp..WDL1	condition	DM2	-1.64639530646431	0.289982795541013	192	184	5.04954139880236e-08	7.35501162476903e-07
Bacillus.badius	condition	DM2	-1.46859094655213	0.258739369819097	192	190	5.09857800082207e-08	7.35501162476903e-07
Finegoldia.magna	condition	DM2	-1.94387273029705	0.344177014987094	192	175	5.85488730531533e-08	8.22611666396804e-07
Riemerella.anatipestifer	condition	DM2	-1.81050231060269	0.320857280861285	192	191	6.00788662131706e-08	8.30270233077096e-07
Ilyobacter.polytropus	condition	DM2	-1.01137667831893	0.179987075083349	192	191	6.75737744529098e-08	9.18785352641983e-07
Shigella.flexneri	condition	DM2	2.12170542955243	0.379209262261263	192	165	7.60924288085215e-08	1.01818916643783e-06
Mesobacillus.foraminis	condition	DM2	-1.07063871316346	0.191529922225484	192	192	7.80827447485115e-08	1.0284961534843e-06
Ligilactobacillus.murinus	condition	DM2	-2.25005087932316	0.403592429394966	192	177	8.40036852209703e-08	1.08946317909658e-06
Pseudarthrobacter.chlorophenolicus	condition	DM2	-1.55371564858822	0.280072843585999	192	188	9.62012607798859e-08	1.228752467234e-06
Carnobacterium.maltaromaticum	condition	DM2	-1.86289103981863	0.336438171278797	192	151	1.01276582761925e-07	1.27427103385526e-06
Allocoleopsis.franciscana	condition	DM2	-1.1071569976349	0.200867466847625	192	191	1.147526019421e-07	1.42259475642927e-06
Campylobacter.jejuni	condition	DM2	-1.12962179708359	0.207331111706058	192	192	1.56310386446981e-07	1.90970515615659e-06
Cutibacterium.acnes	condition	DM2	-1.37414574768867	0.253405509059193	192	191	1.7734649219199e-07	2.13575847025497e-06
Microbacterium.sp..NIBRBAC000506063	condition	DM2	-1.94508646109558	0.359490004993426	192	179	1.8756414899481e-07	2.2269940507412e-06
Lactococcus.lactis	condition	DM2	-2.00663484498545	0.372636415753926	192	175	2.12379536898495e-07	2.48661041118654e-06
Escherichia.albertii	condition	DM2	1.65117959365034	0.30820315551466	192	131	2.42494872744207e-07	2.80031750305981e-06
Xanthomonas.sacchari	condition	DM2	-1.04513505937259	0.19532198139329	192	189	2.50279028050281e-07	2.81865531694416e-06
Pasteurella.multocida	condition	DM2	-1.18699481647213	0.221844255524225	192	192	2.50770045991474e-07	2.81865531694416e-06
Paeniclostridium.sordellii	condition	DM2	-1.89930891781889	0.356836767745502	192	124	2.86828155456888e-07	3.14020954610592e-06
Enterococcus.sp..FDAARGOS_553	condition	DM2	-1.07146866309324	0.201306270881916	192	192	2.86700241717496e-07	3.14020954610592e-06
Bifidobacterium.pseudocatenulatum	condition	DM2	-1.64205771638185	0.30914521991913	192	30	3.02021451793084e-07	3.26415492130218e-06
Clostridium.sp..M62.1	condition	DM2	-1.35861443064098	0.256592187958691	192	191	3.27163335155594e-07	3.49112267767299e-06
Pseudorhodobacter.turbinis	condition	DM2	-1.15104987332919	0.217696090143107	192	191	3.39459190086665e-07	3.57705121553824e-06
Sulfitobacter.pseudonitzschiae	condition	DM2	-1.40403158950769	0.266467776819447	192	185	3.69889664608235e-07	3.84959243536718e-06
Citrobacter.sp..RHBSTW.01013	condition	DM2	1.47390753861484	0.279929672591726	192	56	3.77228076472194e-07	3.87808863982999e-06
Planococcus.donghaensis	condition	DM2	-1.41566440350327	0.269531354244302	192	188	4.0045772257403e-07	4.06729951963744e-06
Arthrobacter.sp..U41	condition	DM2	-1.95492023799177	0.373808984388496	192	152	4.45666164310633e-07	4.47257829183171e-06
Rhizobium.sp..NLR16a	condition	DM2	-1.29637832902719	0.248474362756408	192	187	4.73509990002321e-07	4.6431584474083e-06
Enterococcus.faecalis	condition	DM2	-0.972253617329308	0.186367257216047	192	192	4.73679272214844e-07	4.6431584474083e-06
Methylovirgula.sp..HY1	condition	DM2	1.8925957631624	0.363109483469255	192	105	4.84129402698579e-07	4.69104697097589e-06
Sinorhizobium.fredii	condition	DM2	-1.19727591127534	0.229893792730791	192	189	4.93900285422515e-07	4.73134023421796e-06
Leifsonia.sp..ZF2019	condition	DM2	-1.93848464281367	0.372785188202021	192	42	5.12794998238368e-07	4.85714812938139e-06
Lachnospira.eligens	condition	DM2	-1.63846438842826	0.316056145951544	192	192	5.53520762195048e-07	5.18464447256029e-06
Neorhizobium.galegae	condition	DM2	-1.09975951974833	0.212305611504727	192	191	5.6384735455696e-07	5.22333318562107e-06
Streptococcus.sp..FDAARGOS_192	condition	DM2	-2.01735114544939	0.389719920787661	192	179	5.73133266343814e-07	5.25164503834604e-06
Bacillus.cereus	condition	DM2	-1.66966319711173	0.322705386576355	192	173	5.79706688666993e-07	5.25476062952984e-06
Azospirillum.sp..TSH58	condition	DM2	-1.44588599061812	0.280169294829682	192	182	6.16516021528098e-07	5.52896815051263e-06
Metabacillus.sp..B2.18	condition	DM2	-0.648374191371531	0.126101636967831	192	35	6.74134066465858e-07	5.98205282137598e-06
Bosea.sp..F3.2	condition	DM2	-0.916153271994025	0.178504564141296	192	190	7.04730218817327e-07	6.18841223398965e-06
Escherichia.marmotae	condition	DM2	1.81547199942118	0.356760752881805	192	124	8.62419795989785e-07	7.36159121985527e-06
Methylorubrum.extorquens	condition	DM2	-1.63302546868158	0.320942259799366	192	172	8.64528506246348e-07	7.36159121985527e-06
Limosilactobacillus.reuteri	condition	DM2	-1.18018966746574	0.231857401580793	192	192	8.57439500627367e-07	7.36159121985527e-06
Ensifer.adhaerens	condition	DM2	-0.91839854773203	0.18079229048575	192	192	8.98838247096219e-07	7.57720642302113e-06
Klebsiella.oxytoca	condition	DM2	1.53908671490964	0.303901919245303	192	186	9.65345423651648e-07	8.05728903107266e-06
Rhizobium.jaguaris	condition	DM2	-1.18944341031855	0.23528973128033	192	189	1.00747909453564e-06	8.26880858265761e-06
Marinomonas.algicola	condition	DM2	-0.671552699829232	0.132851203717063	192	28	1.01030520049079e-06	8.26880858265761e-06
Anaerobutyricum.hallii	condition	DM2	-1.85202082630933	0.367310443017218	192	172	1.07045488552083e-06	8.67686027398138e-06
Rhizobium.sp..BG4	condition	DM2	-1.27010306203947	0.252655206681364	192	179	1.14694492651701e-06	9.2083292671794e-06
Alcanivorax.sp..N3.2A	condition	DM2	-1.50115170383342	0.299793911213674	192	183	1.2578771330185e-06	1.00036832371188e-05
Aeromonas.salmonicida	condition	DM2	-1.64753380614574	0.32977923327569	192	186	1.32322049723182e-06	1.04249988707142e-05
Acidithiobacillus.caldus	condition	DM2	-1.11961669749377	0.224339242841133	192	70	1.35987550447005e-06	1.06145837987801e-05
Vibrio.nigripulchritudo	condition	DM2	-1.84221450081539	0.370833647576977	192	63	1.50460060811354e-06	1.16364982810983e-05
Geobacillus.thermodenitrificans	condition	DM2	-1.12202534048491	0.228626344420149	192	35	1.98445389198494e-06	1.52081330085755e-05
Staphylococcus.warneri	condition	DM2	2.08801147170127	0.426846977142511	192	113	2.12760982079686e-06	1.61583340444302e-05
Terrisporobacter.sp..MCA3	condition	DM2	-1.33393544030408	0.275003877209059	192	58	2.55639708560252e-06	1.92414530639547e-05
Paracoccus.liaowanqingii	condition	DM2	-1.60713897009205	0.333378589204678	192	170	2.92729770016531e-06	2.18381589490208e-05
Roseomonas.haemaphysalidis	condition	DM2	-1.86649312668677	0.3875074058648	192	151	2.97516021560172e-06	2.20005268574759e-05
Candidatus.Enterovibrio.luxaltus	condition	DM2	-1.09769408700932	0.231169645876876	192	70	4.02874825943181e-06	2.94668118966228e-05
Deinococcus.metallilatus	condition	DM2	-1.63063615342528	0.343513702469166	192	174	4.05474517201452e-06	2.94668118966228e-05
Exiguobacterium.sp..S3.2	condition	DM2	-1.96706567511404	0.415464302910249	192	146	4.28631546880996e-06	3.08834524804e-05
Enterococcus.casseliflavus	condition	DM2	-0.994388283769767	0.211316081206281	192	192	4.86381157445002e-06	3.47473996378082e-05
Methylorubrum.sp..B1.46	condition	DM2	-0.686324825639342	0.147327068457505	192	23	5.97633897680552e-06	4.23365861970341e-05
Lactococcus.raffinolactis	condition	DM2	-2.25309667992342	0.488001258378552	192	167	7.15865823778493e-06	5.02895741204392e-05
Clostridium.botulinum	condition	DM2	-1.68545570640273	0.365696178518395	192	172	7.41241706600929e-06	5.16418808813705e-05
Clostridium.acetobutylicum	condition	DM2	-1.19875746143506	0.261451665623204	192	49	8.21756185390871e-06	5.67820052692216e-05
Burkholderia.cenocepacia	condition	DM2	-0.764622622211635	0.16687077225112	192	192	8.32056931161157e-06	5.70263408917769e-05
Kinneretia.sp..XES5	condition	DM2	-1.23035571347121	0.268647119425627	192	187	8.40299627014012e-06	5.71268214171623e-05
Ligilactobacillus.salivarius	condition	DM2	-1.30301106546289	0.288019535536003	192	192	1.06816423261607e-05	7.20369958476278e-05
Bifidobacterium.catenulatum	condition	DM2	-1.5799619456313	0.349618874593423	192	31	1.08994097002759e-05	7.2922241089941e-05
Rathayibacter.sp..VKM.Ac.2760	condition	DM2	-1.81369577076559	0.402770789782533	192	136	1.16703231267203e-05	7.74652157151589e-05
Comamonas.odontotermitis	condition	DM2	-0.886516171004225	0.197680485649105	192	192	1.26240830205535e-05	8.29367385987117e-05
Bifidobacterium.pullorum	condition	DM2	-1.72763426470483	0.38534998109964	192	43	1.26913870453545e-05	8.29367385987117e-05
Agrobacterium.tumefaciens	condition	DM2	-1.05369806002075	0.235779288274578	192	185	1.34988975610476e-05	8.75351587997165e-05
Arthrobacter.sp..ERGS1.01	condition	DM2	-1.59401208251069	0.359368413757012	192	175	1.55255009805641e-05	9.990837653905e-05
Tritonibacter.mobilis	condition	DM2	-1.37229205612197	0.309606221887262	192	174	1.5753983031815e-05	0.000100610664362273
Butyricicoccus.sp..GAM44	condition	DM2	-1.71203342823781	0.38811777500056	192	176	1.72010334489583e-05	0.000109026099229112
Mesorhizobium.sp..B2.1.8	condition	DM2	-1.96763640052214	0.447348294107615	192	120	1.81381222295196e-05	0.000114107739100635
Lactobacillus.amylovorus	condition	DM2	-1.06350621889166	0.243123685441458	192	190	2.0055946964589e-05	0.0001252382466011
Shinella.sp..HZN7	condition	DM2	-1.1616687991895	0.265813370755186	192	185	2.04010668492233e-05	0.000126456612896289
Paracoccus.yeei	condition	DM2	-1.1665287885916	0.267370983175282	192	180	2.10281624851435e-05	0.000129392269890336
Ciceribacter.thiooxidans	condition	DM2	-1.51788910978488	0.348193578144148	192	173	2.13479733359872e-05	0.000130408271900269
Deinococcus.peraridilitoris	condition	DM2	-1.23797000422846	0.285406507512201	192	185	2.33625202215452e-05	0.000141687802494695
Kozakia.baliensis	condition	DM2	-0.802939133588915	0.185334700466021	192	35	2.38698553242952e-05	0.000143730628845577
Microvirga.sp..VF16	condition	DM2	-1.16464585004108	0.271245165785407	192	189	2.79922242040838e-05	0.000167357765986118
Gemmatirosa.kalamazoonesis	condition	DM2	-1.22287358227068	0.284974144863858	192	184	2.82842370698302e-05	0.000167912759506105
Aeromonas.caviae	condition	DM2	1.28158309896812	0.300506194255533	192	67	3.15685414785186e-05	0.000186099863401337
Lichenihabitans.psoromatis	condition	DM2	-1.53388315026589	0.360127484270764	192	145	3.22286328869091e-05	0.00018867178835878
Kosakonia.cowanii	condition	DM2	1.39448324893141	0.327610701527715	192	159	3.25932773349699e-05	0.000189490570988825
Pediococcus.acidilactici	condition	DM2	-1.05690436961571	0.249393781242815	192	191	3.51917947894682e-05	0.000203196458955628
Caulobacter.rhizosphaerae	condition	DM2	-1.21882186342686	0.288283408887754	192	115	3.66256557764174e-05	0.000210036923942312
Enterobacter.sp..E76	condition	DM2	1.41685683994383	0.336049217240404	192	65	3.84847124949975e-05	0.000219206842116776
Cronobacter.sakazakii	condition	DM2	1.68655093719921	0.400305592165169	192	75	3.88750527144535e-05	0.000219944090189828
Deinococcus.proteolyticus	condition	DM2	-1.35860994195058	0.323701282055812	192	161	4.14897458027557e-05	0.000233172371411487
Rhizobium.sp..K102	condition	DM2	-1.77284688468632	0.42398190453721	192	67	4.42772703242794e-05	0.000247190323730911
Qingshengfaniella.alkalisoli	condition	DM2	-1.17799230194091	0.282234327377177	192	181	4.55645220301801e-05	0.000252703237312117
Sinorhizobium.meliloti	condition	DM2	-0.784397175172521	0.188158418540594	192	191	4.65011538463788e-05	0.000256125735656545
Streptomyces.sp..SAT1	condition	DM2	-1.6298702379779	0.391117701447406	192	72	4.67892802978742e-05	0.000256125735656545
Paracoccus.pantotrophus	condition	DM2	-1.22940067506761	0.295552994995281	192	173	4.82301121218961e-05	0.000260628105889477
Haloarcula.sp..JP.L23	condition	DM2	-1.14628761740711	0.275571600044165	192	84	4.8226439958645e-05	0.000260628105889477
Pontibacillus.sp..ALD_SL1	condition	DM2	-0.800079859681592	0.192736668936214	192	189	4.99194511205531e-05	0.000268038836271505
Bradyrhizobium.sp.	condition	DM2	-1.08742073746213	0.262080222647835	192	94	5.02950668040125e-05	0.00026834646402394
Chelatococcus.daeguensis	condition	DM2	-1.37050049455384	0.331056228462551	192	86	5.22264565988393e-05	0.000276898760457997
Cupriavidus.metallidurans	condition	DM2	-0.924414830626281	0.223512129627446	192	189	5.30487528119682e-05	0.000279500616378058
Bradyrhizobium.septentrionale	condition	DM2	-1.40558257848658	0.340212989627067	192	170	5.39848616023284e-05	0.000282573318751523
Deinococcus.wulumuqiensis	condition	DM2	-1.33330759240402	0.32283390289511	192	164	5.43023459522499e-05	0.000282573318751523
Desulforapulum.autotrophicum	condition	DM2	-1.11599913184678	0.27043565552398	192	51	5.5032858185072e-05	0.000284617788036906
Serratia.liquefaciens	condition	DM2	-0.734587198115981	0.178241502968886	192	192	5.62243293467347e-05	0.000289006766093276
Pseudomonas.savastanoi	condition	DM2	0.79198848344905	0.192356492225346	192	50	5.7200962761527e-05	0.000292244918836165
Streptomyces.katrae	condition	DM2	-1.18086642632043	0.287499878528108	192	84	5.95207250594869e-05	0.000302264886898479
Myroides.odoratimimus	condition	DM2	1.70068324921558	0.414248024459395	192	107	5.99552126552094e-05	0.000302648169271506
Streptococcus.thermophilus	condition	DM2	-1.44388888277026	0.351907702706821	192	64	6.04574610642621e-05	0.000303366902840315
Radiobacillus.sp..80	condition	DM2	-0.90011996820161	0.220185477817407	192	191	6.42018381278642e-05	0.000320249405572719
Enterobacter.ludwigii	condition	DM2	1.41644786727406	0.351461509300826	192	158	8.05869680076216e-05	0.000399084644596194
Rhizobium.sp..NXC24	condition	DM2	-0.990191173394682	0.245765784999777	192	179	8.09531129607937e-05	0.000399084644596194
Rhizobium.sp..AB2.73	condition	DM2	-1.36665480957611	0.340112714353484	192	167	8.44350071740333e-05	0.000413829715393663
Paenarthrobacter.sp..YJN.5	condition	DM2	-1.57996110413245	0.394288859475692	192	142	8.81842465564722e-05	0.000429707051139341
Streptomyces.sp..MG28	condition	DM2	-1.30187333782686	0.325458320188549	192	95	9.06338204924274e-05	0.000439105233765036
Proteus.mirabilis	condition	DM2	-0.49575212463325	0.124651565842121	192	192	9.91116639225264e-05	0.000475353093765869
Selenomonas.ruminantium	condition	DM2	-0.841463983757199	0.211596365718741	192	187	9.92433505371209e-05	0.000475353093765869
Anoxybacillus.amylolyticus	condition	DM2	-0.813123689442558	0.204682911750583	192	192	0.000100865414010926	0.000480392904018137
Neorhizobium.sp..SOG26	condition	DM2	-1.23647899652109	0.312658810628069	192	169	0.000108072238170427	0.000510517126852434
Haematospirillum.jordaniae	condition	DM2	-1.23519200285797	0.312389293069284	192	61	0.000108401620055262	0.000510517126852434
Clostridium.taeniosporum	condition	DM2	-1.25174511296904	0.317197790017822	192	95	0.000111702308105188	0.000522751760407645
Arthrobacter.sp..FW305.BF8	condition	DM2	-0.635051103582094	0.160979494755567	192	25	0.000112239701819435	0.000522751760407645
Rhizobium.sp..11515TR	condition	DM2	-1.22588562235927	0.310921236322374	192	178	0.000113180423166223	0.000524236795214976
Geobacillus.subterraneus	condition	DM2	-0.891243155423028	0.227964064081565	192	191	0.000128625127833909	0.000592519031497186
Shigella.dysenteriae	condition	DM2	0.976341677925059	0.254252650526174	192	45	0.000167501099278363	0.000767409927672065
Paraburkholderia.caribensis	condition	DM2	-1.09744688112196	0.287642726082036	192	171	0.000183854416405309	0.000837779854214463
Acetobacter.aceti	condition	DM2	-1.45342779688671	0.383433442547963	192	137	0.000201739956725544	0.00091433754580448
Calothrix.parasitica	condition	DM2	-1.31753135165557	0.348988264860187	192	135	0.000213596656011353	0.000962898294211609
Haladaptatus.pallidirubidus	condition	DM2	-0.603671268481856	0.161450662697287	192	25	0.000244436087480953	0.00109606181780023
Streptococcus.parasanguinis	condition	DM2	-0.702725619148631	0.188402188235601	192	42	0.000252785893396157	0.00112750533403683
Bacillus.velezensis	condition	DM2	-1.00593015168703	0.269983151215674	192	182	0.000256556445448922	0.00113830043954443
Deinococcus.ficus	condition	DM2	-1.4041147497379	0.378252079541007	192	155	0.000270045157636565	0.00119187470098233
Indioceanicola.profundi	condition	DM2	-1.07776272433826	0.292273924027957	192	186	0.000295647091351565	0.00129807551046547
Leclercia.adecarboxylata	condition	DM2	1.52979301258184	0.415824799965777	192	76	0.000304894899344956	0.00131808410332204
Lentilactobacillus.buchneri	condition	DM2	-0.87248836861768	0.237119603722129	192	48	0.000304757639532896	0.00131808410332204
Pseudoalteromonas.sp..Bsw20308	condition	DM2	-1.45514977141226	0.395411661940235	192	86	0.000303612961070276	0.00131808410332204
Candidatus.Magnetococcus.massalia	condition	DM2	0.888740544999382	0.241946234578571	192	53	0.000311746306957355	0.00134082722839312
Streptomyces.globisporus	condition	DM2	-0.743191385892026	0.202456961074214	192	29	0.000314436793854845	0.0013455340975616
Skermanella.sp..TT6	condition	DM2	-1.42911114728729	0.390327865054946	192	108	0.000325258071727737	0.00138481088114385
Shigella.boydii	condition	DM2	1.09998743877425	0.300587278319381	192	71	0.000327399997793428	0.00138692561879327
Ensifer.sp..T173	condition	DM2	-0.899562107439688	0.246434893682552	192	184	0.000338457223049608	0.00142236095066541
Mesorhizobium.terrae	condition	DM2	-1.11540075609075	0.305608456749914	192	55	0.000339139443752963	0.00142236095066541
Enterococcus.gilvus	condition	DM2	-1.17727961180954	0.324144193266007	192	150	0.000361754137313012	0.00150630942807143
Pseudonocardia.dioxanivorans	condition	DM2	-0.610220029453996	0.168025269962049	192	23	0.000362729316605576	0.00150630942807143
Paucilactobacillus.hokkaidonensis	condition	DM2	-0.71451298907804	0.197205899708475	192	27	0.000373436018120218	0.00154316942782031
Sinorhizobium.medicae	condition	DM2	-1.32457296519445	0.365757389480327	192	145	0.000375810821685688	0.00154540742771237
Listeria.innocua	condition	DM2	-1.67441375028614	0.462720005303299	192	103	0.000379662044987037	0.00155366555302948
Rhodoferax.antarcticus	condition	DM2	1.04242857229043	0.288478155036919	192	46	0.000386664976351139	0.00157467910658942
Eggerthella.lenta	condition	DM2	-1.89409379564057	0.530408660967363	192	121	0.000450554346208843	0.00182604477814449
Citrobacter.sp..TSA.1	condition	DM2	1.25142348761138	0.351726692090591	192	164	0.000472028123694538	0.00189630683275128
Ensifer.sp..PDNC004	condition	DM2	-1.13676282880193	0.319578048531667	192	176	0.000473489736324126	0.00189630683275128
Staphylococcus.equorum	condition	DM2	-1.42952706543878	0.401959547300822	192	77	0.000474639076762182	0.00189630683275128
Aquabacterium.olei	condition	DM2	-1.60414002303815	0.453294121786804	192	104	0.000505458658070596	0.00200991343751657
Pseudobutyrivibrio.xylanivorans	condition	DM2	-1.15424519849879	0.326524753131522	192	169	0.000512280510186258	0.00202747638538505
Klebsiella.sp..BDA134.6	condition	DM2	1.21635797683655	0.345214060510745	192	95	0.000533679785676302	0.00210229934264076
Enterobacter.mori	condition	DM2	1.46149075905333	0.416736870113123	192	111	0.000565584134342711	0.00221761593139956
Bacillus.mycoides	condition	DM2	-0.761982895934931	0.217882107416635	192	190	0.000585429493490975	0.00228480121765228
Serratia.marcescens	condition	DM2	1.24550310555828	0.358078771559977	192	81	0.000625639113593388	0.00242374821613065
Legionella.adelaidensis	condition	DM2	-0.563369860116759	0.16199261412881	192	192	0.000626781863720619	0.00242374821613065
Pseudomonas.chlororaphis	condition	DM2	-0.712841301195537	0.205209570193523	192	190	0.000635979621068013	0.00244808593863167
Sulfuricella.denitrificans	condition	DM2	-0.895539185076533	0.258069611443966	192	53	0.000644527589954667	0.00246971253787175
Enterobacter.cloacae.complex.sp..ECL405	condition	DM2	0.901815335531832	0.261565273103063	192	66	0.000696001088883462	0.00265488198157809
Streptomyces.cadmiisoli	condition	DM2	-1.12664494921905	0.327467427528319	192	61	0.000714267721431142	0.00271228688813718
